rent	condominium	iptu	adress	area	room	car_space	bathroom	description	link
2000			Ponte Preta, Campinas	180	3	1	2	Residencial ou comercial, sobrado, parte de baixo esta ocupada, parte de cima sala ampla com sacada, 03 dormitórios com armários, 02 wcs, ampla cozinha com armários, ampla área de...	
1350	170	42	Avenida José Próspero Jacobucci, Parque das Universidades	58	2	2	2	Apartamento para Aluguel - Parque das Universidades, 2 Quartos, 58 - Campinas	
1700	373	73	Jardim Aurélia, Campinas	60	2	1	1	Apartamento 2 dormitórios para locação, próximo ao Unimart, em frente ao Hipermercado Enxuto, a poucos minutos da PUC II, com fácil acesso a rodovia Anhanguera e Avenida John Boy D...	
2297	415	179	Avenida Nélsia Vannucci, Parque Prado	75	3	1	2	Apartamento para Aluguel - Parque Prado, 3 Quartos, 75 - Campinas	
1700	690	134	Avenida Antônio Carvalho de Miranda, Parque Industrial	76	3	2	2	Apartamento para Aluguel - Parque Industrial, 3 Quartos, 76 - Campinas	
11200		200	Avenida José de Souza Campos, Cambuí	290	3	4	3	Casa Comercial a Venda ou Locação, Cambuí, Campinas. Na Avenida Norte Sul com 460 metros total ótima para clínica, escritório , salão de beleza. Excelente localização, com grande f...	
1684	402		Rua Santa Maria Rosselo, Mansões Santo Antônio	42	2	0	1	Apartamento de 2 Qtos no Mansões Santo Antônio. Armários planejados na cozinha, nos quartos e banheiro.15º Andar - Linda Vista!Conheça a Luggo e Veja Como é Fácil A...	
7500		478	Jardim Planalto, Campinas	252	9	8	3	EXCELENTE CASA COMERCIAL NO NOVA CAMPINAS!Casa comercial, portão eletrônico, cerca elétrica, alarme, interfone, 317,50 m² Terreno, 252,76 m² Área construída,02 pavimentos,...	
2300		290	Rua Piratininga, Chácara da Barra	75	2	2	2	Apartamento para locação em Campinas na Chacára da Barra, novo com 2 dormitóriosVantagens do Imovel:- Sol da manhã;- Lavanderia externa aberta;- Área de luz;	
2950	560	186	Mansões Santo Antônio, Campinas	75	2	2	2	Apartamento mobiliado para locação no Mansões do Santo Antônio em Campinas. Excelente apartamento mobiliado, ar condicionado. 2 quartos, sendo 1 suíte com closet. Sala 2 ambientes,...	
3200	640	249	Rua Arquiteto José Augusto Silva, Mansões Santo Antônio	96	3	2	2	alto padrão disponível para locação com 3 dormitórios (suíte), living para 2 ambientes (com ar condicionado), lavabo e varanda gourmet com churrasqueira. Cozinha americana e área d...	
1500		54	Rua Juqueri, Swift	90	2	6	2	Casa para Aluguel - Swift, 2 Quartos, 90 - Campinas	
1700	373	73	Jardim Aurélia, Campinas	60	2	1	1	Apartamento 2 dormitórios para locação, próximo ao Unimart, em frente ao Hipermercado Enxuto, a poucos minutos da PUC II, com fácil acesso a rodovia Anhanguera e Avenida John Boy D...	
2526	1056	217	Rua Doutor Emílio Ribas, Cambuí	99	3	2	3	Residencial Green Park | 99 m² | Bairro Cambuí - Campinas - SP.Excelente apartamento pra locação, nascente , 3° andar , Sala de Jantar e Sala de Visitas , 3 Dormitórios , 1 Suí...	
3000	706	75	Avenida Doutor Moraes Salles, Cambuí	75	2	1	2	Apartamento para Aluguel - Cambuí, 2 Quartos, 75 - Campinas	
2297	415	179	Avenida Nélsia Vannucci, Parque Prado	75	3	1	2	Apartamento para Aluguel - Parque Prado, 3 Quartos, 75 - Campinas	
1800	495	140	Rua Hermantino Coelho, Mansões Santo Antônio	66	2	2	1	Excelente apartamento (SEMI MOBILIADO) disponível para locação MANSÕES:2 dormitórios (1 suíte) com cama box solteiro, roupeiros, escrivaninha, ventiladores de teto e persia...	
1150	480	74	Parque Industrial, Campinas	72	2	1	2	Ótimo apartamento, local tranquilo, próximo a variado comércio, bancos, hipermercados, contendo 2 dormitórios com armários, sala ampla para 2 ambientes, cozinha espaçosa junto com...	
2500	380	75	Rua Monsenhor Agnaldo José Gonçalves, Jardim Aurélia	64	2	1	2	Apartamento para Aluguel - Jardim Aurélia, 2 Quartos, 64 - Campinas	
3500		161	Rua Manuel Francisco Monteiro, Parque Industrial	300	3	4	3	Casa para venda e locação no Parque Industrial. Acabamento em porcelanato e piso laminado com 3 quartos, sendo 1 suíte. Sala para 2 ambientes com lareira. Cozinha espaçosa...	
1850		82	Rua Jaime Dainese, Jardim Myrian Moreira da Costa	200	3	3	2	Casa para Aluguel - Jardim Myriam Moreira da Costa, 3 Quartos, 200 - Campinas	
2300	415	110	Rua Ferreira Penteado, Centro	68	2	1	2	Apartamento com 2 dormitórios (1 suíte), repleto de armários, banheiro social, sala 2 ambientes, cozinha integrada, área de serviço e uma ampla varanda com churrasqueira. O imóvel...	
2000			Centro, Campinas	44	1	1	1	Ed L'Hirondelle Campinas Flat ServiceApartamento 01 dormitório grande com banheiro com hidro , corredor com amplo armário, ar condicionado, mais armário no quarto grande ,...	
3300	550	138	Rua Bernardo José Sampaio, Botafogo	61	1	1	2	Apartamento para Aluguel - Botafogo, 1 Quarto, 61 - Campinas	
2200		290	Rua Piratininga, Chácara da Barra	75	2	2	2	Apartamento para locação em Campinas na Chacára da Barra, novo com 2 dormitórios e suíteVantagens do Imovel:- Sol da manhã;- Banheiros espaçosos;- 1ªlocação apa...	
1650		70	Rua Socorro, Jardim Novo Campos Elíseos	120	3	5	1	Casa para Aluguel - Campos Elíseos, 3 Quartos, 120 - Campinas	
2200		290	Rua Piratininga, Chácara da Barra	75	2	2	2	Apartamento para locação em Campinas na Chacára da Barra, novo com 2 dormitórios com suíteVantagens do Imovel:- Sol da manhã;- Banheiros espaçosos;- 1ªlocação a...	
4000		71	Rua José Piccolotto, Cambuí	135	2	0	2	Casa para Aluguel - Cambuí, 2 Quartos, 135 - Campinas	
1070			Rua Serra do Umbuzeiro, Jardim Santa Marcelina	60	2	2	1	Casa para Aluguel - Jardim Santa Marcelina, 2 Quartos, 60 - Campinas	
5000	1650	560	Loteamento Residencial Vila Bella, Campinas	186	3	3	5	Apartamento com 3 suítes e 2 vagasApartamento com 3 suítes, varanda gourmet , vagas, com vista panorâmica da região do Shopping D.PedroFale conosco: -	
15700	1143	115	Rua Araticum, Loteamento Alphaville Campinas	650	6	8	8	Luxuoso sobrado à venda ou para locação no Alphaville - Campinas.Completamente reformada, com ar-condicionado em todos os ambientes e aquecimento solar. No pavimento inferior,...	
1350	500	67	Vila Progresso, Campinas	60	2	1	1	Apartamento Condomínio Residencial Ana Paula, bem localizado, próximo a supermercados, padaria, farmácias, faculdades, escolas, etc. Imóvel super aconchegante e arejado, no segundo...	
1800	270	73	Rua Engenheiro Augusto de Figueiredo, Swift	52	2	1	1	Lindo apartamento para locação semi mobiliado conforme fotos. Excelente localização ao lado do Unip. Andar alto com um a vista linda. Living 2 ambientes com sacada, sol da manhã, 2...	
1400	595	126	Avenida Doutor Bernardo Kaplan, Jardim Flamboyant	74	3	2	2	Apartamento para Aluguel - Jardim Flamboyant, 3 Quartos, 74 - Campinas	
1683	300	95	Rua Nazareno Mingoni, Jardim do Lago	55	2	1	1	Apartamento para Aluguel - Jardim do Lago, 2 Quartos, 55 - Campinas	
2700	407	140	Rua Doutor Sampaio Peixoto, Cambuí	57	1	1	2	Apartamento para Aluguel - Cambuí, 1 Quarto, 57 - Campinas	
1450	250		Rua Leonina Marinelli Leonardi, Jardim José Martins	50	1	1	1	Apartamento para Aluguel - Barão Geraldo - Centro, 1 Quarto, 50 - Campinas	
2900	600	178	Chácara Primavera, Campinas	74	3	2	2	Apartamento para locação Bairro Mansões Santo Antônio .Próximo ao Shopping Dom Pedro, Universidades, padarias, supermercados, farmácias e vários outros comércios.Living amp...	
3500		230	Jardim Leonor, Campinas	344	3	3	4	Ótima localização, atrás da Beni Car, saída para São Paulo, avenida Prestes Maia. São dois pavimentos, térreo 3 dormitórios com armários, varanda, 2 wcs social, ampla sala de visit...	
2890		175	Jardim Flamboyant, Campinas	250	0	3	2	Salão amplo para locação no Jardim Flamboyant, zoneamento 9. Especificações:- Espaço médio total de 250m2- Fechamento com porta de vidro e basculante- Térreo com 14...	
1450			Parque da Figueira, Campinas	50	2	1	1	Uma ótima casa localizada no Parque da Figueira, bem localizada próxima a Rodovia Anhanguera, a 10 minutos do Campinas shopping, próxima a pontos de ônibus e comércios em geral. Co...	
1750	750	130	Avenida Rotary, Vila Brandina	84	3	2	2	Excelente Oportunidade!!!Ao lado do shopping Iguatemi.Sala com dois ambientes arejadas e bem iluminada, piso em carpete de madeira e saída para a sacada com linda v...	
2950	650	200	Ponte Preta, Campinas	76	3	2	2	Lindo apartamento no Condomínio Alto da Abolição!Com 3 dormitórios sendo 1 suíte todos com ventiladores de teto, sala 2 ambientes com ventilador de teto, banheiro social, sacad...	
1900	443	54	Rua Maria Aparecida Ferreira Rozo, Jardim Interlagos	53	2	1	2	Apartamento para Aluguel - Jardim Interlagos, 2 Quartos, 53 - Campinas	
2800	650	275	Rua César dos Santos, Parque Imperador	260	4	2	5	Casa para Aluguel - Parque Imperador, 4 Quartos, 260 - Campinas	
1200	280	44	Rua Visconde de Congonhas do Campo, Loteamento Parque São Martinho	53	2	1	1	Apartamento para Aluguel - Parque das Águas, 2 Quartos, 53 - Campinas	
4000		600	Jardim do Lago, Campinas	450	0	2	2	Localizado próximo as saídas das rodovias Santos Dumont, Anhanguera e Bandeirantes, ao lado do Campinas Shopping, local com todos os tipos de serviços.Barracão com 350 m², com...	
1940	700	192	Rua Saulo de Carvalho Luz, Jardim Aurélia	96	3	2	2	Apartamento para Aluguel - Jardim Aurélia, 3 Quartos, 96 - Campinas	
1900	680	130	Rua José Guatemosin Nogueira, Cambuí	51	1	1	2	Apartamento no Ed. Barcelona Cambuí, pronto para morar!Sala 2 ambientes com ar condicionado; lavabo; cozinha e área de serviço com armários; suíte com armário e ar condicionado...	
2000	200	9	Avenida Anchieta, Cambuí	55	1	1	1	Apartamento para Aluguel - Cambuí, 1 Quarto, 55 - Campinas	
2147		85	Rua Armando Sarnes, Vila Mimosa	140	3	5	2	Casa para Aluguel - Vila Mimosa, 3 Quartos, 140 - Campinas	
1800	225	100	Avenida João Batista Morato do Canto, Parque Industrial	47	2	1	1	Apartamento para Aluguel - Parque Industrial, 2 Quartos, 47 - Campinas	
3000	706	75	Avenida Doutor Moraes Salles, Cambuí	75	2	1	2	Apartamento para Aluguel - Cambuí, 2 Quartos, 75 - Campinas	
3900	1163		Swiss Park, Campinas	130	3	2	4	Primeira locação, condomínio recém entregue no Swiss Park ! O apartamento com 130 mtrs 03 dormitórios, sendo 02 suítes com living ampliado, vai ser alugado com piso, e todos os...	
7500	2726	4600	Rua dos Bandeirantes, Cambuí	186	4	3	5	BELISSIMO APARTAMENTO NO CORAÇÃO DO CAMBUÍ COM 186,00 MT² AREA UTIL, SENDO: 03 AMPLAS SUÍTES C/ PISO MADEIRA, , SENDO UMA COM BANHEIRA DE HIDRO E CLOUSET'S, AMPLA SALAPARA 02 AMBIE...	
2400		211	Rua Adelaide dos Santos Barreira, Jardim Chapadão	250	3	4	3	próximo pedreira do chapadão Garantia Seguro fiança !Maravilhosa casa térrea, frente grande com grade e portão eletrônico, 4 vagas, sala grande, sala de tv, sala de jantar,...	
2500	384	154	Jardim Dom Bosco, Campinas	60	2	2	2	Viva a beleza de morar no taquaral.  De fácil acesso, perto de tudo e com ótima vizinhança o Residencial Parque Taquaral se encontra em uma das melhores localizações de Campina...	
1800	600	100	Rua Hermantino Coelho, Mansões Santo Antônio	72	3	2	2	Apartamento para Aluguel - Mansões Santo Antônio, 3 Quartos, 72 - Campinas	
1000	321	29	Jardim Paulicéia, Campinas	60	2	1	1	Jardim Pauliceia, aluga. Apartamento tem 2 quartos, um com guarda roupa embutido, cozinha com armário, sala, área da serviço, banheiro com box e 1 garagem. Marque uma visita. -	
4000	876	265	Mansões Santo Antônio, Campinas	166	2	2	2	Cobertura duplex, localizada no condomínio I Home. Será a primeira locação, o apartamento está novinho e o proprietário esta acabando de colocar os armários planejados.No 1° an...	
1200	600	900	Vila Itapura, Campinas	50	1	2	2	01 dormitório, rico em armários, cozinha planejada, 02 garagens no subsolo, lazer com piscina e salão de festas. -	
2526	1056	217	Rua Doutor Emílio Ribas, Cambuí	99	3	2	3	Residencial Green Park | 99 m² | Bairro Cambuí - Campinas - SP.Excelente apartamento pra locação, nascente , 3° andar , Sala de Jantar e Sala de Visitas , 3 Dormitórios , 1 Suí...	
2205	118	103	Avenida João Scarparo Netto, Santa Genebra	76	3	2	2	Apartamento para Aluguel - Santa Genebra, 3 Quartos, 76 - Campinas	
2400	595	150	Chácara Primavera, Campinas	76	3	2	2	Apartamento para alugar na chacara Primavera em Campinas!!Parte alta do bairro, apartamento com sol da manhã, varanda gourmet e 2 vagas de garagem no sub solo.3 qua...	
2000	458	107	Jardim Aurélia, Campinas	68	3	1	2	Apartamento para locação, próximo ao Unimart, em frente ao Hipermercado Enxuto, a poucos minutos da PUC II, com fácil acesso a rodovia Anhanguera e Avenida John Boy Dunlop. São 3 d...	
1100	380	60	Ponte Preta, Campinas	47	2	1	1	Ótimo apartamento, com 2 dormitórios, sala, cozinha com armários, banheiro, 1 vaga de garagem (descoberta), salão de festas, churrasqueira, playground, ótima localização. -	
1200	347	67	Rua Maria Mercedes Etter Von Zuben, Jardim Antonio Von Zuben	61	2	1	2	Apartamento para Aluguel - Jardim Antonio Von Zuben, 2 Quartos, 61 - Campinas	
1300		47	Rua Doutor Rafael Sales, Bonfim	60	2	1	1	Ótima localização, próximo a Av. Alberto Sarmento.Casa com 2 dormitórios, Sala, 1 banheiro, sala, cozinha, area de serviço, quintal pequeno .e 1 vaga descoberta -	
1300	478	85	Rua Antônio Marques Serra, Jardim Antonio Von Zuben	85	2	2	2	APARTAMENTO NO JARDIM ANTONIO VON ZUBEN EM CAMPINAS ALUGA.Quarto andar.Sala com sacada.03 dormitórios sendo 01 com armário e suíte.Cozinha com armário.02 vagas...	
2650	281		Rua Duque de Caxias, Bosque	44	1	1	1	Apartamento Studio, o novo conceito de morar bem!Muito bem planejado, com o maior aproveitamento de espaço. Living integrado com a varanda, com o piso nivelado proporcionan...	
2600	560	80	Avenida Orosimbo Maia, Cambuí	66	2	1	2	Apartamento para Aluguel - Cambuí, 2 Quartos, 66 - Campinas	
1550	713	93	Vila Industrial, Campinas	68	2	2	2	Ótimo apartamento, em localização de fácil acesso ao Centro, bairros e rodovias. Andar alto, sol da manha, living com sacada, cozinha americana, 02 dormitórios com armários sendo 0...	
2000	485	79	Rua Ézio Wagner da Silva, Residencial Parque da Fazenda	69	3	1	2	Ótimo apartamento térreo 5 minutos da Puc II em Campinas, São Paulo.O imóvel conta com 03 quartos com armários, sendo 1 suíte, sala 2 ambientes (TV e Jantar), cozinha com 3...	
1600	551	159	Avenida Doutor Bernardo Kaplan, Parque Brasília	73	3	2	2	APARTAMENTO NO PARQUE BRASÍLIA EM CAMPINAS ALUGA.Primeiro andar.Sala com sacada.03 dormitórios sem armário sendo 01 suíte.Cozinha com armário.02 vagas de garage...	
1150	400	57	Avenida Padre Guilherme Ary, Parque Industrial	64	2	1	1	Apartamento para Aluguel - Parque Industrial, 2 Quartos, 64 - Campinas	
3400	641	253	Taquaral, Campinas	90	3	2	2	Apartamento residencial de 03 dormitórios sendo 01 suíte, living de dois ambientes (sala de estar e jantar), cozinha integrada a área de serviço, banheiro social com box blindex, v...	
2700	550	76	Rua Hermantino Coelho, Mansões Santo Antônio	68	3	2	2	Apartamento para Aluguel - Mansões Santo Antônio, 3 Quartos, 68 - Campinas	
890	260	50	Avenida São José dos Campos, Loteamento Parque São Martinho	47	2	1	1	Residencial Água Branca MRV Parque das ÁguasPrimeiro andar (sem elevador)2 dormitórios sem armáriocozinha estilo americana com armário e gabineteárea de serviço com...	
8500	1715	550	Rua José Villagelin Júnior, Cambuí	163	3	4	5	Edifício Idylle Cambuí.Maravilhoso apartamento com 163m² que proporciona muito espaço para o seu dia a dia!Living dois ambientes, 3 suítes, 2 terraços* - um integrado à sal...	
600	521	70	Avenida Aquidabã, Centro	48	1	1	1	APTO. 1 DORM. C/ARMÁRIO EMBUTIDO, SALA,COZINHA, ÁREA DE SERVIÇO E 1 VAGA DE GARAGEM	
1200	347	67	Rua Maria Mercedes Etter Von Zuben, Jardim Antonio Von Zuben	61	2	1	2	Apartamento para Aluguel - Jardim Antonio Von Zuben, 2 Quartos, 61 - Campinas	
1000	482	555	Jardim Paulicéia, Campinas	60	2	1	1	Excelente andar alto sol da manha, bem arejado, 2 dormitórios, banheiro social, cozinha planejada, área de serviço e despensa, condomínio com portaria 24 horas, lazer com piscina,...	
1300		47	Rua Doutor Rafael Sales, Bonfim	60	2	1	1	Ótima localização, próximo a Av. Alberto Sarmento.Casa com 2 dormitórios, Sala, 1 banheiro, sala, cozinha, area de serviço, quintal pequeno .e 1 vaga descoberta -	
2499		220	Cambuí, Campinas	120	0	0	2	OPORTUNIDADE!! ALUGO SALA COMERCIAL CAMBUÍ!! 120M² - 3 SALASExcelente sala comercial, com piso laminado, 3 salas, 2 banheiros, cozinha e lavanderia.Ótimo espaço com...	
2650	281		Rua Duque de Caxias, Bosque	44	1	1	1	Apartamento Studio, o novo conceito de morar bem!Muito bem planejado, com o maior aproveitamento de espaço. Living integrado com a varanda, com o piso nivelado proporcionan...	
1850	460	152	Rua Alaor Malta Guimarães, Botafogo	47	1	1	1	Apartamento para Aluguel - Botafogo, 1 Quarto, 47 - Campinas	
1200	324		Rua Bartira, Parque Prado	50	2	1	1	Apartamento para Aluguel - Parque Prado, 2 Quartos, 50 - Campinas	
1550	713	93	Vila Industrial, Campinas	68	2	2	2	Ótimo apartamento, em localização de fácil acesso ao Centro, bairros e rodovias. Andar alto, sol da manha, living com sacada, cozinha americana, 02 dormitórios com armários sendo 0...	
1060	232		Rua José Martins Lourenço, Vila Carminha	42	2	1	1	Apartamento para Aluguel - Vila Carminha, 2 Quartos, 42 - Campinas	
2500		81	Vila Itapura, Campinas	120	2	1	1	Casa comercial com frente contendo 2 salas, 1 banheiro e ideal para instalação de escritórios, lojas, academias, clínicas e diversos outros ramos de atividades. Necessita reformas...	
